年,月,日,時,波高,週期,波向,風速,風向
2025,6,1,20,0.34,4.8,247.0,6.5,212.0
2025,6,1,21,0.47,3.9,236.0,6.1,198.0
2025,6,1,22,0.56,3.7,225.0,7.1,217.0
2025,6,1,23,0.66,3.8,225.0,7.2,207.0
2025,6,2,0,0.73,3.7,236.0,8.9,205.0
2025,6,2,2,0.92,3.7,236.0,9.9,209.0
2025,6,2,3,1.04,4.0,247.0,10.1,214.0
2025,6,2,4,1.03,4.1,236.0,8.8,232.0
2025,6,2,5,0.87,4.1,236.0,6.7,227.0
2025,6,2,6,0.72,4.2,236.0,6.7,217.0
2025,6,2,7,0.77,4.3,225.0,5.5,195.0
2025,6,2,8,0.65,4.2,247.0,4.9,206.0
2025,6,2,9,0.6,4.0,247.0,6.2,220.0
2025,6,2,10,0.55,3.9,247.0,6.9,216.0
2025,6,2,11,0.56,3.9,258.0,6.4,221.0
2025,6,2,12,0.59,3.7,258.0,6.3,222.0
2025,6,2,13,0.56,3.8,258.0,6.7,222.0
2025,6,2,14,0.51,4.0,258.0,7.6,222.0
2025,6,2,15,0.6,3.7,247.0,6.8,218.0
2025,6,2,16,0.63,3.4,236.0,6.7,215.0
2025,6,2,17,0.69,3.5,225.0,6.9,222.0
2025,6,2,18,0.63,3.5,247.0,7.4,216.0
2025,6,2,19,0.59,3.7,236.0,7.5,221.0
2025,6,2,20,0.64,3.5,247.0,8.1,218.0
2025,6,2,21,0.65,3.6,247.0,7.0,201.0
2025,6,2,22,0.63,3.7,247.0,6.0,194.0
2025,6,2,23,0.56,3.7,247.0,7.4,200.0
2025,6,3,0,0.66,3.7,247.0,7.1,192.0
2025,6,3,1,0.68,3.7,247.0,6.8,197.0
2025,6,3,2,0.73,3.7,236.0,6.2,210.0
2025,6,3,3,0.69,3.9,236.0,6.7,207.0
2025,6,3,4,0.68,3.7,247.0,5.5,193.0
2025,6,3,5,0.64,3.8,247.0,5.2,184.0
2025,6,3,6,0.66,4.2,258.0,6.7,184.0
2025,6,3,7,0.54,4.0,247.0,7.0,174.0
2025,6,3,8,0.61,4.1,247.0,5.6,175.0
2025,6,3,9,0.52,4.2,281.0,7.0,168.0
2025,6,3,10,0.52,4.0,270.0,6.4,174.0
2025,6,3,11,0.49,4.2,258.0,6.8,169.0
2025,6,3,12,0.55,4.3,270.0,5.6,166.0
2025,6,3,13,0.51,4.2,33.0,7.8,329.0
2025,6,3,14,0.56,4.0,270.0,4.7,9.0
2025,6,3,15,0.53,4.5,258.0,3.8,95.0
2025,6,3,16,0.63,4.4,247.0,3.8,141.0
2025,6,3,18,1.8,5.3,0.0,10.0,33.0
2025,6,3,19,2.06,5.7,11.0,9.1,33.0
2025,6,3,20,1.97,5.8,11.0,8.0,30.0
2025,6,3,21,1.76,5.5,0.0,8.6,33.0
2025,6,3,22,1.49,5.1,11.0,8.5,33.0
2025,6,3,23,1.56,5.5,22.0,7.2,41.0
2025,6,4,0,1.39,5.4,0.0,7.2,37.0
2025,6,4,1,1.43,5.4,11.0,7.9,42.0
2025,6,4,3,1.58,5.6,22.0,8.4,38.0
2025,6,4,5,1.46,5.0,33.0,9.4,44.0
2025,6,4,6,1.36,4.8,22.0,9.3,50.0
2025,6,4,7,1.6,5.0,33.0,11.0,47.0
2025,6,4,8,1.7,5.1,11.0,10.0,40.0
2025,6,4,9,1.49,4.8,22.0,9.7,43.0
2025,6,4,10,1.35,5.1,22.0,8.7,37.0
2025,6,4,11,1.39,4.8,33.0,9.3,31.0
2025,6,4,13,1.54,5.3,11.0,10.4,19.0
2025,6,4,14,1.66,5.1,11.0,10.5,17.0
2025,6,4,15,1.74,5.1,0.0,11.0,23.0
2025,6,4,16,1.85,5.4,11.0,10.6,25.0
2025,6,4,17,1.88,5.7,22.0,9.7,34.0
2025,6,4,19,2.02,5.9,22.0,6.5,26.0
2025,6,4,20,1.47,5.5,22.0,5.7,31.0
2025,6,4,21,1.2,5.3,33.0,6.0,27.0
2025,6,4,22,1.19,5.2,33.0,4.4,40.0
2025,6,4,23,1.34,5.7,33.0,3.5,64.0
2025,6,5,0,1.23,5.5,33.0,4.0,46.0
2025,6,5,1,1.15,5.6,33.0,1.9,66.0
2025,6,5,3,1.12,5.5,22.0,1.3,31.0
2025,6,5,4,1.15,5.4,33.0,1.3,118.0
2025,6,5,5,0.91,5.2,45.0,1.8,134.0
2025,6,5,7,0.93,5.3,22.0,1.3,21.0
2025,6,5,8,1.12,5.5,22.0,3.3,37.0
2025,6,5,9,0.94,5.1,22.0,3.4,7.0
2025,6,5,10,1.01,5.1,22.0,5.6,12.0
2025,6,5,11,1.06,5.2,33.0,3.9,356.0
2025,6,5,12,0.96,5.2,11.0,2.3,297.0
2025,6,5,13,0.88,5.1,11.0,1.1,255.0
2025,6,5,14,0.91,5.2,33.0,1.8,306.0
2025,6,5,16,0.91,4.9,11.0,1.4,276.0
2025,6,5,17,1.03,5.0,22.0,1.1,206.0
2025,6,5,18,0.96,4.7,0.0,2.4,210.0
2025,6,5,19,1.02,5.3,22.0,2.8,197.0
2025,6,5,20,1.06,5.2,22.0,1.8,180.0
2025,6,5,21,0.99,5.5,22.0,2.7,197.0
2025,6,5,22,0.81,5.1,22.0,2.4,201.0
2025,6,5,23,0.9,5.2,33.0,1.4,166.0
2025,6,6,0,0.87,4.9,45.0,2.2,155.0
2025,6,6,1,0.68,5.0,33.0,2.4,167.0
2025,6,6,2,0.74,5.1,22.0,2.5,191.0
2025,6,6,3,0.68,4.9,33.0,2.7,190.0
2025,6,6,5,0.64,4.8,22.0,2.5,202.0
2025,6,6,6,0.74,4.9,0.0,1.2,145.0
2025,6,6,7,0.74,4.6,11.0,2.0,179.0
2025,6,6,9,0.67,4.5,11.0,3.7,347.0
2025,6,6,10,0.64,4.5,22.0,3.6,357.0
2025,6,6,11,0.55,4.3,0.0,4.4,347.0
2025,6,6,12,0.62,4.4,11.0,4.6,352.0
2025,6,6,13,0.55,4.3,0.0,2.2,38.0
2025,6,6,14,0.52,4.2,22.0,1.1,54.0
2025,6,6,15,0.52,4.2,22.0,1.1,333.0
2025,6,6,16,0.62,4.5,225.0,1.2,284.0
2025,6,6,20,0.46,4.2,22.0,1.5,253.0
2025,6,6,22,0.45,4.6,0.0,1.3,38.0
2025,6,6,23,0.45,4.7,22.0,1.6,44.0
2025,6,7,3,0.32,4.7,270.0,1.7,151.0
2025,6,7,4,0.3,4.7,258.0,2.1,164.0
2025,6,7,5,0.31,4.7,258.0,2.6,163.0
2025,6,7,6,0.36,5.0,236.0,2.8,153.0
2025,6,7,7,0.37,4.7,22.0,2.8,152.0
2025,6,7,8,0.47,5.1,45.0,2.3,177.0
2025,6,7,9,0.32,4.6,270.0,4.0,222.0
2025,6,7,10,0.28,4.3,292.0,4.4,225.0
2025,6,7,11,0.3,4.6,315.0,5.7,228.0
2025,6,7,12,0.27,4.6,292.0,5.8,243.0
2025,6,7,13,0.3,4.7,247.0,6.7,243.0
2025,6,7,14,0.44,3.1,270.0,7.0,252.0
2025,6,7,15,0.55,3.2,236.0,7.2,241.0
2025,6,7,16,0.58,3.3,247.0,5.9,239.0
2025,6,7,17,0.53,3.4,225.0,4.7,236.0
2025,6,7,18,0.57,3.4,236.0,4.6,238.0
2025,6,7,19,0.63,3.4,236.0,3.6,243.0
2025,6,7,20,0.58,3.5,213.0,3.4,209.0
2025,6,7,21,0.47,3.3,258.0,4.4,188.0
2025,6,7,22,0.34,3.3,270.0,3.4,185.0
2025,6,7,23,0.3,3.4,270.0,4.8,198.0
2025,6,8,0,0.29,3.6,292.0,4.7,204.0
2025,6,8,1,0.25,3.6,281.0,4.3,196.0
2025,6,8,2,0.25,3.8,292.0,3.8,205.0
2025,6,8,3,0.22,3.9,22.0,4.3,191.0
2025,6,8,4,0.21,3.6,258.0,3.9,194.0
2025,6,8,5,0.29,4.0,236.0,3.1,182.0
2025,6,8,6,0.26,3.5,281.0,5.4,185.0
2025,6,8,7,0.24,3.5,258.0,4.2,202.0
2025,6,8,8,0.23,3.4,281.0,4.6,203.0
2025,6,8,9,0.27,3.6,258.0,3.8,224.0
2025,6,8,11,0.3,3.5,258.0,5.6,251.0
2025,6,8,12,0.28,3.5,258.0,5.2,243.0
2025,6,8,13,0.27,3.3,258.0,5.0,248.0
2025,6,8,14,0.3,3.5,258.0,4.8,253.0
2025,6,8,15,0.24,3.3,236.0,4.3,252.0
2025,6,8,16,0.27,3.4,213.0,4.9,245.0
2025,6,8,17,0.34,3.8,236.0,4.2,249.0
2025,6,8,18,0.26,3.3,236.0,2.7,226.0
2025,6,8,19,0.33,3.5,258.0,3.1,212.0
2025,6,8,20,0.42,3.6,56.0,4.0,216.0
2025,6,8,21,0.29,3.2,225.0,3.2,226.0
2025,6,8,22,0.29,3.3,292.0,2.9,228.0
2025,6,8,23,0.23,3.2,11.0,2.4,234.0
2025,6,9,2,0.22,3.9,348.0,2.6,255.0
2025,6,9,3,0.21,3.8,326.0,2.4,246.0
2025,6,9,5,0.24,4.4,225.0,2.7,223.0
2025,6,9,8,0.31,4.4,22.0,3.0,199.0
2025,6,9,9,0.23,4.4,22.0,2.3,233.0
2025,6,9,11,0.26,4.4,0.0,2.3,250.0
2025,6,9,21,0.26,3.9,236.0,1.7,152.0
2025,6,9,22,0.21,4.0,258.0,1.7,152.0
2025,6,10,0,0.23,4.3,281.0,1.3,334.0
2025,6,10,5,0.28,5.1,225.0,3.7,14.0
2025,6,10,6,0.22,5.2,11.0,3.5,23.0
2025,6,10,8,0.29,4.8,11.0,3.8,23.0
2025,6,10,9,0.35,5.0,11.0,3.4,6.0
2025,6,10,10,0.27,4.6,0.0,4.6,357.0
2025,6,10,11,0.29,4.3,11.0,4.2,343.0
2025,6,10,12,0.33,4.2,0.0,5.3,347.0
2025,6,10,13,0.39,4.6,11.0,5.0,351.0
2025,6,10,14,0.37,4.2,11.0,5.7,352.0
2025,6,10,16,0.34,3.7,22.0,4.8,347.0
2025,6,10,17,0.39,4.2,225.0,4.3,356.0
2025,6,10,18,0.34,4.1,22.0,4.5,17.0
2025,6,10,19,0.35,4.0,22.0,5.7,2.0
2025,6,10,21,0.36,3.9,22.0,3.9,28.0
2025,6,10,22,0.39,4.1,22.0,3.3,31.0
2025,6,10,23,0.33,3.8,33.0,4.1,8.0
2025,6,11,0,0.35,3.9,33.0,4.2,351.0
2025,6,11,1,0.37,3.8,22.0,2.8,347.0
2025,6,11,2,0.34,4.1,33.0,3.3,350.0
2025,6,11,3,0.3,3.9,33.0,3.8,17.0
2025,6,11,4,0.35,4.2,22.0,2.5,22.0
2025,6,11,5,0.39,4.6,33.0,3.1,10.0
2025,6,11,6,0.34,4.2,11.0,4.1,19.0
2025,6,11,7,0.34,4.3,236.0,5.2,23.0
2025,6,11,8,0.44,3.8,22.0,6.4,23.0
2025,6,11,9,0.5,3.7,45.0,6.0,21.0
2025,6,11,10,0.55,3.6,22.0,6.3,13.0
2025,6,11,11,0.5,3.7,22.0,5.8,354.0
2025,6,11,12,0.58,3.7,11.0,6.5,354.0
2025,6,11,13,0.55,3.8,0.0,5.2,340.0
2025,6,11,16,1.01,4.3,337.0,6.9,11.0
2025,6,11,17,1.1,4.5,348.0,6.7,9.0
2025,6,11,18,1.18,4.7,337.0,6.2,15.0
2025,6,11,19,0.99,4.7,348.0,5.8,8.0
2025,6,11,20,1.22,5.0,348.0,5.4,15.0
2025,6,11,21,1.35,5.2,348.0,5.1,356.0
2025,6,12,2,1.12,5.3,11.0,2.2,285.0
2025,6,12,3,1.48,6.3,11.0,1.3,290.0
2025,6,12,4,1.35,5.9,0.0,2.2,295.0
2025,6,12,5,1.14,5.7,348.0,1.9,11.0
2025,6,12,7,0.92,5.7,11.0,1.5,123.0
2025,6,12,9,1.17,5.9,348.0,1.6,319.0
2025,6,12,10,1.51,6.5,0.0,5.1,333.0
2025,6,12,11,1.37,6.0,11.0,4.0,329.0
2025,6,12,12,1.54,6.8,348.0,4.6,340.0
2025,6,12,13,1.36,5.8,348.0,5.5,330.0
2025,6,12,14,1.24,5.7,348.0,4.2,312.0
2025,6,12,15,1.2,5.8,348.0,3.0,299.0
2025,6,12,16,1.02,5.6,348.0,2.6,291.0
2025,6,12,17,1.05,5.7,0.0,3.7,229.0
2025,6,12,18,0.93,5.6,11.0,5.2,231.0
2025,6,12,19,1.0,5.6,45.0,7.2,228.0
2025,6,12,20,1.0,5.8,11.0,7.3,226.0
2025,6,12,21,1.15,5.5,11.0,7.4,190.0
2025,6,12,22,1.1,5.5,11.0,8.1,196.0
2025,6,12,23,1.19,5.5,22.0,7.5,191.0
2025,6,13,0,1.25,6.0,33.0,7.6,192.0
2025,6,13,1,1.01,5.5,11.0,8.5,197.0
2025,6,13,2,1.17,4.6,0.0,10.9,210.0
2025,6,13,3,1.01,4.4,11.0,10.6,211.0
2025,6,13,4,0.87,4.2,247.0,8.1,203.0
2025,6,13,5,0.98,4.4,22.0,8.7,199.0
2025,6,13,6,0.93,4.0,247.0,8.8,191.0
2025,6,13,7,0.92,4.1,247.0,9.7,200.0
2025,6,13,8,0.95,3.9,236.0,10.6,185.0
2025,6,13,9,0.96,4.1,236.0,9.7,179.0
2025,6,13,10,0.88,3.7,236.0,9.7,186.0
2025,6,13,11,0.76,3.7,247.0,10.3,190.0
2025,6,13,12,0.96,3.6,213.0,13.2,191.0
2025,6,13,13,1.07,3.8,236.0,10.3,195.0
2025,6,13,14,1.06,4.5,236.0,10.3,187.0
2025,6,13,16,0.97,4.1,247.0,9.2,199.0
2025,6,13,17,1.06,4.2,236.0,10.8,194.0
2025,6,13,18,0.95,4.2,236.0,10.6,183.0
2025,6,13,19,0.9,4.1,247.0,9.8,183.0
2025,6,13,20,1.1,4.2,225.0,10.1,195.0
2025,6,13,21,0.89,4.2,236.0,8.4,190.0
2025,6,13,22,1.09,4.4,258.0,6.7,189.0
2025,6,13,23,0.99,4.6,236.0,9.0,196.0
2025,6,14,0,1.06,4.2,236.0,8.9,198.0
2025,6,14,1,1.14,4.4,236.0,10.9,202.0
2025,6,14,2,1.01,4.7,247.0,9.6,195.0
2025,6,14,3,0.81,4.4,247.0,9.1,194.0
2025,6,14,4,0.96,4.6,247.0,8.4,194.0
2025,6,14,5,0.91,4.1,258.0,10.4,200.0
2025,6,14,6,0.94,3.9,236.0,10.9,202.0
2025,6,14,7,0.89,4.1,247.0,9.1,205.0
2025,6,14,8,0.85,4.1,247.0,9.9,210.0
2025,6,14,9,0.97,4.0,247.0,8.7,197.0
2025,6,14,10,0.87,4.2,247.0,8.2,197.0
2025,6,14,11,0.69,4.3,236.0,8.4,216.0
2025,6,14,12,0.73,4.5,236.0,6.2,224.0
2025,6,14,13,0.7,4.2,236.0,5.6,233.0
2025,6,14,14,0.67,4.1,247.0,6.2,225.0
2025,6,14,15,0.69,4.3,236.0,6.6,228.0
2025,6,14,16,0.64,4.4,258.0,8.5,234.0
2025,6,14,17,0.66,3.9,236.0,9.4,228.0
2025,6,14,18,0.73,4.0,236.0,8.5,227.0
2025,6,14,19,0.73,3.8,247.0,8.7,230.0
2025,6,14,20,0.8,3.9,236.0,7.6,223.0
2025,6,14,21,0.82,4.4,258.0,6.0,197.0
2025,6,14,22,0.83,4.1,247.0,5.0,173.0
2025,6,14,23,0.78,4.4,258.0,4.9,193.0
2025,6,15,0,0.66,4.7,258.0,5.0,213.0
2025,6,15,1,0.67,4.5,247.0,5.3,206.0
2025,6,15,2,0.57,4.4,258.0,4.4,176.0
2025,6,15,3,0.6,4.5,247.0,5.8,175.0
2025,6,15,4,0.64,4.2,270.0,6.2,174.0
2025,6,15,5,0.61,4.0,270.0,7.3,189.0
2025,6,15,6,0.63,4.2,247.0,7.6,195.0
2025,6,15,7,0.56,3.8,258.0,7.2,192.0
2025,6,15,8,0.7,3.8,247.0,8.0,206.0
2025,6,15,9,0.84,3.9,258.0,9.4,211.0
2025,6,15,10,0.94,4.0,236.0,8.7,215.0
2025,6,15,11,0.83,3.9,236.0,8.2,226.0
2025,6,15,12,0.98,3.9,247.0,9.6,228.0
2025,6,15,13,1.06,4.2,236.0,10.5,225.0
2025,6,15,14,1.1,3.8,236.0,10.2,224.0
2025,6,15,15,1.12,4.0,236.0,10.2,220.0
2025,6,15,16,1.21,4.0,236.0,10.3,215.0
2025,6,15,18,0.96,4.1,247.0,8.9,226.0
2025,6,15,19,1.08,4.3,247.0,8.9,217.0
2025,6,15,20,1.2,4.1,247.0,10.2,225.0
2025,6,15,21,1.15,4.2,236.0,10.4,219.0
2025,6,15,22,1.2,4.0,225.0,10.1,216.0
2025,6,15,23,1.08,4.0,236.0,9.3,209.0
2025,6,16,0,1.13,4.1,247.0,9.3,205.0
2025,6,16,1,1.12,4.1,236.0,9.7,214.0
2025,6,16,2,1.01,4.0,247.0,10.2,202.0
2025,6,16,3,1.04,4.1,247.0,9.4,215.0
2025,6,16,4,1.14,4.2,247.0,9.4,226.0
2025,6,16,5,1.02,4.1,247.0,11.6,221.0
2025,6,16,6,1.12,4.0,247.0,13.0,201.0
2025,6,16,7,0.89,4.0,236.0,8.9,195.0
2025,6,16,8,0.81,4.0,247.0,9.3,198.0
2025,6,16,9,0.89,4.1,247.0,10.2,203.0
2025,6,16,10,0.86,4.2,258.0,8.3,189.0
2025,6,16,11,0.76,4.0,247.0,7.3,176.0
2025,6,16,12,0.85,4.3,258.0,6.4,201.0
2025,6,16,13,0.7,4.1,258.0,7.2,215.0
2025,6,16,15,0.65,3.8,247.0,7.1,227.0
2025,6,16,16,0.66,3.8,270.0,7.7,227.0
2025,6,16,17,0.61,3.8,281.0,7.9,232.0
2025,6,16,18,0.62,3.6,258.0,8.1,242.0
2025,6,16,19,0.66,3.7,236.0,7.3,230.0
2025,6,16,20,0.73,3.8,247.0,6.4,226.0
2025,6,16,21,0.65,3.8,258.0,5.5,217.0
2025,6,16,22,0.65,3.9,247.0,5.3,187.0
2025,6,16,23,0.69,4.0,270.0,4.6,185.0
2025,6,17,0,0.58,4.2,270.0,5.9,194.0
2025,6,17,1,0.47,4.0,247.0,6.8,192.0
2025,6,17,2,0.42,4.4,270.0,6.5,200.0
2025,6,17,3,0.4,4.3,281.0,6.5,171.0
2025,6,17,4,0.44,4.1,281.0,6.2,180.0
2025,6,17,5,0.43,4.2,270.0,6.2,174.0
2025,6,17,6,0.44,4.3,292.0,5.9,170.0
2025,6,17,7,0.39,3.9,258.0,4.2,191.0
2025,6,17,8,0.49,4.3,270.0,5.0,218.0
2025,6,17,9,0.45,4.0,258.0,4.5,213.0
2025,6,17,10,0.47,4.2,56.0,4.1,240.0
2025,6,17,12,0.51,3.9,270.0,6.0,299.0
2025,6,17,13,0.56,3.8,270.0,1.6,272.0
2025,6,17,15,0.46,4.1,270.0,2.5,191.0
2025,6,17,16,0.36,4.1,270.0,2.1,195.0
2025,6,17,17,0.41,4.4,258.0,2.1,272.0
2025,6,17,18,0.34,4.5,258.0,2.5,282.0
2025,6,17,19,0.35,4.6,258.0,2.7,303.0
2025,6,17,20,0.32,4.3,281.0,4.3,27.0
2025,6,17,21,0.27,4.4,281.0,2.5,67.0
2025,6,17,22,0.32,4.4,270.0,1.1,352.0
2025,6,18,0,0.28,4.3,258.0,2.7,144.0
2025,6,18,1,0.36,4.5,270.0,4.6,154.0
2025,6,18,2,0.32,4.5,258.0,2.3,173.0
2025,6,18,4,0.25,4.5,258.0,1.4,158.0
2025,6,18,5,0.25,4.6,270.0,2.7,179.0
2025,6,18,6,0.29,4.7,292.0,3.3,160.0
2025,6,18,7,0.23,4.7,270.0,2.6,158.0
2025,6,18,8,0.28,4.7,67.0,2.9,170.0
2025,6,18,9,0.23,4.7,258.0,1.3,192.0
2025,6,18,10,0.22,4.3,258.0,2.0,272.0
2025,6,18,11,0.24,4.7,270.0,2.2,290.0
2025,6,18,12,0.25,4.6,247.0,3.0,321.0
2025,6,18,13,0.3,4.8,281.0,2.8,328.0
2025,6,18,14,0.35,4.6,236.0,2.8,344.0
2025,6,18,15,0.31,4.3,247.0,2.8,312.0
2025,6,18,16,0.26,4.5,258.0,1.7,281.0
2025,6,18,17,0.24,4.6,270.0,5.8,204.0
2025,6,18,18,0.35,4.4,247.0,4.0,143.0
2025,6,18,19,0.36,4.1,281.0,1.8,195.0
2025,6,18,20,0.29,4.2,281.0,4.2,230.0
2025,6,18,21,0.24,4.1,281.0,3.3,173.0
2025,6,18,22,0.28,4.0,270.0,3.1,175.0
2025,6,18,23,0.23,3.9,236.0,2.7,187.0
2025,6,19,0,0.25,3.9,247.0,1.3,123.0
2025,6,19,1,0.24,4.0,270.0,1.8,115.0
2025,6,19,2,0.28,4.7,258.0,1.7,141.0
2025,6,19,4,0.28,4.4,247.0,1.9,116.0
2025,6,19,6,0.24,4.5,270.0,1.4,123.0
2025,6,19,7,0.27,4.9,247.0,1.8,70.0
2025,6,19,8,0.37,5.1,281.0,2.1,40.0
2025,6,19,9,0.25,4.6,247.0,2.9,21.0
2025,6,19,10,0.37,4.8,213.0,3.4,17.0
2025,6,19,11,0.29,4.8,247.0,3.9,342.0
2025,6,19,12,0.26,4.1,247.0,6.1,346.0
2025,6,19,13,0.43,3.7,33.0,5.9,342.0
2025,6,19,14,0.45,3.5,33.0,5.8,339.0
2025,6,19,15,0.49,3.8,45.0,5.4,350.0
2025,6,19,16,0.52,4.1,247.0,5.0,360.0
2025,6,19,17,0.5,4.1,236.0,4.4,356.0
2025,6,19,18,0.5,4.2,45.0,2.6,6.0
2025,6,19,19,0.47,4.5,258.0,2.2,37.0
2025,6,19,20,0.43,4.6,78.0,3.3,41.0
2025,6,19,21,0.42,4.6,247.0,2.9,22.0
2025,6,19,22,0.39,4.7,236.0,4.3,19.0
2025,6,19,23,0.34,4.6,247.0,2.9,57.0
2025,6,20,0,0.39,4.8,258.0,3.1,57.0
2025,6,20,1,0.36,4.7,258.0,3.2,62.0
2025,6,20,2,0.44,4.9,247.0,3.0,54.0
2025,6,20,3,0.44,4.7,236.0,3.3,69.0
2025,6,20,4,0.48,4.8,258.0,2.7,53.0
2025,6,20,5,0.51,5.0,247.0,2.7,69.0
2025,6,20,6,0.45,4.7,258.0,3.0,66.0
2025,6,20,7,0.32,4.5,247.0,3.8,60.0
2025,6,20,8,0.38,4.7,258.0,2.9,71.0
2025,6,20,9,0.4,4.7,270.0,2.5,36.0
2025,6,20,10,0.28,4.5,258.0,1.9,21.0
2025,6,20,11,0.35,4.5,258.0,2.1,345.0
2025,6,20,12,0.27,4.4,270.0,4.2,301.0
2025,6,20,13,0.3,4.6,247.0,4.4,305.0
2025,6,20,14,0.3,4.3,236.0,4.1,288.0
2025,6,20,15,0.36,4.2,247.0,6.5,279.0
2025,6,20,16,0.45,4.4,236.0,6.8,260.0
2025,6,20,17,0.42,4.4,236.0,5.9,241.0
2025,6,20,18,0.4,4.2,225.0,5.8,228.0
2025,6,20,19,0.42,4.0,270.0,5.0,223.0
2025,6,20,20,0.39,4.2,258.0,3.9,158.0
2025,6,20,21,0.36,4.0,258.0,3.1,147.0
2025,6,20,22,0.35,4.4,258.0,3.2,154.0
2025,6,20,23,0.36,4.3,247.0,2.9,170.0
2025,6,21,0,0.34,4.2,258.0,3.5,152.0
2025,6,21,1,0.35,4.1,281.0,2.8,154.0
2025,6,21,2,0.33,3.8,247.0,3.3,176.0
2025,6,21,3,0.38,4.1,247.0,4.4,199.0
2025,6,21,4,0.41,4.0,236.0,4.7,184.0
2025,6,21,5,0.35,4.0,270.0,3.8,173.0
2025,6,21,6,0.33,4.1,258.0,3.4,157.0
2025,6,21,7,0.39,4.2,22.0,3.5,177.0
2025,6,21,8,0.39,4.5,67.0,4.3,202.0
2025,6,21,9,0.33,4.4,56.0,4.1,206.0
2025,6,21,10,0.28,4.3,78.0,4.5,222.0
2025,6,21,11,0.24,4.2,258.0,5.3,230.0
2025,6,21,12,0.27,4.1,270.0,6.1,254.0
2025,6,21,13,0.22,3.9,281.0,5.4,257.0
2025,6,21,14,0.29,3.7,258.0,6.4,257.0
2025,6,21,15,0.35,3.1,281.0,7.8,262.0
2025,6,21,16,0.49,3.3,247.0,7.5,262.0
2025,6,21,17,0.5,3.3,270.0,4.9,252.0
2025,6,21,18,0.41,3.3,258.0,4.3,247.0
2025,6,21,19,0.43,3.2,236.0,4.2,242.0
2025,6,21,20,0.32,3.5,281.0,3.8,235.0
2025,6,21,21,0.26,3.4,281.0,4.7,214.0
2025,6,21,22,0.29,3.6,281.0,4.9,217.0
2025,6,21,23,0.24,3.5,270.0,5.0,217.0
2025,6,22,0,0.26,3.7,270.0,5.0,189.0
2025,6,22,1,0.28,3.4,303.0,4.8,184.0
2025,6,22,2,0.3,3.3,270.0,5.6,181.0
2025,6,22,3,0.27,3.5,292.0,5.3,181.0
2025,6,22,4,0.29,3.2,270.0,5.4,203.0
2025,6,22,5,0.27,3.3,270.0,5.3,193.0
2025,6,22,6,0.27,3.6,236.0,4.9,198.0
2025,6,22,7,0.29,3.5,292.0,5.8,194.0
2025,6,22,8,0.36,4.1,315.0,5.2,199.0
2025,6,22,9,0.27,3.5,281.0,5.1,212.0
2025,6,22,10,0.36,3.9,292.0,5.2,224.0
2025,6,22,11,0.29,3.4,303.0,5.5,230.0
2025,6,22,12,0.32,3.3,292.0,6.4,242.0
2025,6,22,14,0.45,3.3,247.0,7.4,255.0
2025,6,22,15,0.49,3.2,258.0,7.6,253.0
2025,6,22,16,0.59,3.3,247.0,7.2,241.0
2025,6,22,17,0.62,3.3,247.0,6.4,236.0
2025,6,22,18,0.57,3.5,292.0,5.7,217.0
2025,6,22,19,0.48,3.4,292.0,5.2,214.0
2025,6,22,20,0.45,3.7,281.0,5.4,218.0
2025,6,22,21,0.39,3.6,303.0,5.0,187.0
2025,6,22,22,0.38,3.6,303.0,5.0,178.0
2025,6,22,23,0.37,3.5,292.0,6.3,200.0
2025,6,23,0,0.37,3.9,270.0,5.5,211.0
2025,6,23,1,0.46,3.7,292.0,5.6,215.0
2025,6,23,2,0.43,3.7,281.0,6.8,217.0
2025,6,23,3,0.44,3.7,292.0,6.3,213.0
2025,6,23,4,0.44,3.6,281.0,5.6,170.0
2025,6,23,5,0.52,3.7,292.0,5.4,172.0
2025,6,23,6,0.52,3.7,281.0,5.5,179.0
2025,6,23,7,0.54,3.7,292.0,6.1,175.0
2025,6,23,8,0.58,3.9,281.0,6.7,198.0
2025,6,23,9,0.52,3.9,292.0,7.7,207.0
2025,6,23,10,0.44,3.7,292.0,8.1,219.0
2025,6,23,11,0.55,3.4,236.0,8.1,232.0
2025,6,23,12,0.67,3.5,236.0,8.1,231.0
2025,6,23,13,0.71,3.6,236.0,7.7,233.0
2025,6,23,14,0.79,3.7,247.0,7.7,229.0
2025,6,23,15,0.73,3.7,270.0,7.6,239.0
2025,6,23,16,0.72,3.8,292.0,7.6,245.0
2025,6,23,17,0.89,3.7,258.0,6.6,229.0
2025,6,23,18,0.75,3.6,247.0,5.8,226.0
2025,6,23,19,0.63,3.5,236.0,5.7,209.0
2025,6,23,20,0.57,3.8,303.0,5.6,205.0
2025,6,23,21,0.53,3.7,281.0,4.8,184.0
2025,6,23,22,0.48,3.7,292.0,5.5,183.0
2025,6,23,23,0.55,4.0,281.0,6.0,203.0
2025,6,24,0,0.46,3.8,281.0,5.2,208.0
2025,6,24,1,0.43,3.7,270.0,5.9,217.0
2025,6,24,2,0.48,3.7,281.0,5.9,228.0
2025,6,24,3,0.51,3.5,270.0,6.7,213.0
2025,6,24,4,0.57,3.7,281.0,5.4,174.0
2025,6,24,6,0.56,3.7,292.0,5.2,176.0
2025,6,24,7,0.53,3.8,281.0,4.9,175.0
2025,6,24,8,0.66,4.0,303.0,3.8,183.0
2025,6,24,9,0.52,3.9,292.0,4.1,227.0
